도메인,카테고리,대화셋일련번호,화자,문장번호,고객의도,상담사의도,QA,고객질문(요청),상담사질문(요청),고객답변,상담사답변,개체명 ,용어사전,지식베이스
다산콜센터,일반행정 문의,B2325,고객,13,청년저축계좌,,Q,모집인원은 몇명이야?,,,총 3천명이요.,모집인원,,모집인원
다산콜센터,일반행정 문의,B2325,고객,15,청년저축계좌,,Q,신청기간은 언제까지야?,,,이번달 24일까지에요. 서둘러 신청해주세요.,신청기간,신청기간/기간,"신청기간,기간"
다산콜센터,일반행정 문의,B2325,고객,17,청년저축계좌,,Q,주소지가 서울이면 되는거지?,,,네 서울거주자면서 만 18세~34세 이하의 청년 대상이에요.,주소지,,주소지
다산콜센터,일반행정 문의,B2326,고객,12,청년저축계좌,,Q,그럼 혜택을 총 얼마나 받을 수 있어?,,,"매달 10만원이면 장려금 30만원 지원받아서 3년 후 1,440만원을 마련할 수 있어요.",혜택,,혜택
다산콜센터,일반행정 문의,B2326,고객,14,청년저축계좌,,Q,3년동안 계속 10만원씩 해야돼?,,,네. 청년저축계좌 또 유지조건으로 3년간 근로활동을 계속 해야돼요.,,,
다산콜센터,일반행정 문의,B2326,고객,16,청년저축계좌,,Q,일도 쉬면 안돼?,,,네 근로장려 목적이기때문에 근로활동의 공백이 생기지 않도록 주의하세요.,,,
다산콜센터,일반행정 문의,B2326,고객,18,청년저축계좌,,Q,다른 조건도 있어?,,,다른 조건으로는 3년안에 국가공인자격증 1개 이상을 취득해야돼요.,조건,가입조건,"조건,가입조건"
다산콜센터,일반행정 문의,B2327,고객,3,신혼부부정책,,Q,작년에 결혼했는데 신혼부부 조건이 맞지?,,,네 결혼 7년 이내 부부는 신혼부부에 해당돼요.,신혼부부,신혼부부/상태,"신혼부부,상태"
다산콜센터,일반행정 문의,B2327,고객,5,신혼부부정책,,Q,대출 상품이 뭐있어?,,,임대차 보증금 지원사업과 버팀목 전세자금 대출이 있어요.,대출,,대출
다산콜센터,일반행정 문의,B2327,고객,7,신혼부부정책,,Q,어느 은행에서 받을 수 있어?,,,"하나은행, 국민, 신한은행을 통해서 받을 수 있어요.",은행,신협/ 농협/ 은행,은행
다산콜센터,일반행정 문의,B2327,고객,9,신혼부부정책,,Q,버팀목 대출 받는 조건은 뭐야?,,,두분 합산 연소득이 9천 7백만원 이하여야 해요.,버팀목,버팀목/지원사업,"버팀목,지원사업"
다산콜센터,일반행정 문의,B2327,고객,12,신혼부부정책,,Q,서울소재 주택만 가능해?,,,네 서울시 관내 소재 주택만 대상이에요.,주택,주택/거주지,"주택,거주지"
다산콜센터,일반행정 문의,B2327,고객,14,신혼부부정책,,Q,대출한도는 얼마야?,,,최대 2억원까지 대출 가능해요.,대출한도,대출한도/한도,"대출한도,한도"
다산콜센터,일반행정 문의,B2327,고객,16,신혼부부정책,,Q,100% 다 대출돼?,,,전세보증금의 90%까지만 대출 받을수 있어요.,대출,,대출
다산콜센터,일반행정 문의,B2327,고객,18,신혼부부정책,,Q,그럼 나머지 10%는 일반 대출을 받아도 돼?,,,네 은행 상품으로 대출 받으셔서 마련해도 돼요.,대출,,대출
다산콜센터,일반행정 문의,B2328,고객,5,신혼부부정책,,Q,그럼 그 한정된 곳에서 집을 찾아야돼?,,,네. 하지만 해당하지 않는 집이 한정적이라 큰 제한은 아닐거에요.,"한정, 집",한정판/ 가정/ 하우스,"집,하우스"
다산콜센터,일반행정 문의,B2328,고객,8,신혼부부정책,,Q,대출 한도는 어떻게 돼?,,,최대 2억원까지 받을수 있어요.,대출한도,대출한도/한도,"대출한도,한도"
다산콜센터,일반행정 문의,B2328,고객,10,신혼부부정책,,Q,금리는 얼마야?,,,연 3.15%이에요.,금리,금리/이자,"금리,이자"
다산콜센터,일반행정 문의,B2328,고객,12,신혼부부정책,,Q,그렇게 생각보다 높은데 다른 혜택은 없어?,,,서울시에서 아치보전 금리를 지원하여 그만큼 차감해주는 사업을 하고있어요.,혜택,복지,"혜택,복지"
다산콜센터,일반행정 문의,B2328,고객,14,신혼부부정책,,Q,그건 뭐야?,,,기본금리에서 이차보전 금리를 차감한 본인 부담 금리가 1%이하인 경우에는 금리 1%를 적용하는 거에요.,,,
다산콜센터,일반행정 문의,B2328,고객,16,신혼부부정책,,Q,그럼 금리가 1%야?,,,네 맞아요,금리,이자,"금리,이자"
다산콜센터,일반행정 문의,B2328,고객,18,신혼부부정책,,Q,대출기간은 언제까지야?,,,기본 2년에 2년 더 연장할 수 있어요.,대출기간,대출기간/기간,"대출기간,기간"
다산콜센터,일반행정 문의,B2329,고객,3,연말정산,,Q,5월에 퇴사 했는데 연말정산 해야돼?,,,네 대상자에요.,"퇴사 ,연말정산",퇴사 /상태/ 연말정산/정산,"연말정산,정산"
다산콜센터,일반행정 문의,B2329,고객,5,연말정산,,Q,혼자서는 안해봤는데 혼자하면돼?,,,네 국세청 홈페이지에서 안내해주니까 어려움 없이 할 수 있어요.,,,
다산콜센터,일반행정 문의,B2329,고객,7,연말정산,,Q,뭐 준비해야돼?,,,전년도 고용보험 납입 내역 준비해야 돼요.,,,
다산콜센터,일반행정 문의,B2329,고객,9,연말정산,,Q,그건 어디서 확인해?,,,전 직장에 요청하면 돼요.,,,
다산콜센터,일반행정 문의,B2329,고객,11,연말정산,,Q,다른방법은 없어?,,,"있어요. 근로복지공단에서 조회, 확인 가능해요.",,,
다산콜센터,일반행정 문의,B2329,고객,13,연말정산,,Q,그리고 국세청에서 신청하면 되나?,,,네 맞아요.,국세청,국세청/정부기관,"국세청,정부기관"
다산콜센터,일반행정 문의,B2329,고객,15,연말정산,,Q,공인인증서 필요해?,,,없으시면 회원가입 하면 돼요.,공인인증서,공인인증서/인증서,"공인인증서,인증서"
다산콜센터,일반행정 문의,B2329,고객,17,연말정산,,Q,그럼 공인인증서 없어도 돼?,,,네 없으면 휴대폰 인증 하면 돼요.,공인인증서,공인인증서/인증서,"공인인증서,인증서"
다산콜센터,일반행정 문의,B2330,고객,3,연말정산,,Q,연말정산 환급 언제돼?,,,매년 2월에 정산돼요.,환급,환급/환급,환급
다산콜센터,일반행정 문의,B2330,고객,5,연말정산,,Q,올해 안경 샀는데 이것도 환급돼?,,,네 의료비로 구분되어 소득공제 될거에요.,"안경,환급",안경/의료기기/ 환급/환급,환급
다산콜센터,일반행정 문의,B2330,고객,7,연말정산,,Q,이것도 간소화 서비스로 확인돼?,,,이 부분은 직접 입력하셔야 해요.,간소화,간소화/서비스,"간소화,서비스"
다산콜센터,일반행정 문의,B2330,고객,9,연말정산,,Q,직접?,,,네. 누락항목은 확인하시고 직접 입력해주셔야 해요.,,,
다산콜센터,일반행정 문의,B2330,고객,11,연말정산,,Q,신용카드 내역은 자동이지?,,,네. 신용카드 내역은 카드사에서 넘어오기때문에 입력 안해도 돼요.,신용카드,신용카드/카드,"신용카드,카드"
다산콜센터,일반행정 문의,B2330,고객,13,연말정산,,Q,이번에 문화비 소득공제도 추가됐다던데 맞아?,,,"올해부터 박물관, 미술관 입장료같은 문화비도 소득공제에 추가됐어요.",문화비,문화비/금액,"문화비,금액"
다산콜센터,일반행정 문의,B2330,고객,15,연말정산,,Q,얼마나 환급해줘?,,,연간 100만원 한도 내에서 결제 금액의 30%가 공제돼요.,환급,환급/환급,환급
다산콜센터,일반행정 문의,B2330,고객,17,연말정산,,Q,최대 100만원까지?,,,네 맞아요.,,,
다산콜센터,일반행정 문의,B2330,고객,19,연말정산,,Q,월세 공제도 돼?,,,월세금액의 10% 세액공제 받을 수 있어요.,월세,월세/금액,"월세,금액"
다산콜센터,일반행정 문의,B2331,고객,3,운전면허분실,,Q,아직. 어디에 신고해?,,,경찰서 방문하셔서 분실신고를 해주면 돼요.,,,
다산콜센터,일반행정 문의,B2331,고객,5,운전면허분실,,Q,챙겨가야할게 있나?,,,신분증 지참해야 해요.,,,
다산콜센터,일반행정 문의,B2331,고객,7,운전면허분실,,Q,재발급은 어떻게 받아?,,,운전면허 시험장 가서 재발급 서류 제출하면 돼요.,재발급,,재발급
다산콜센터,일반행정 문의,B2331,고객,9,운전면허분실,,Q,수수료는 얼마야?,,,"수수료는 7,500원에요.",수수료,수수료/요금,"수수료,요금"
다산콜센터,일반행정 문의,B2331,고객,11,운전면허분실,,Q,재발급 받는데 얼마나 걸릴까?,,,보통 15분내외로 걸려요.,재발급,재발급/절차,"재발급,절차"
다산콜센터,일반행정 문의,B2331,고객,13,운전면허분실,,Q,분실신고도 운전면허 시험장에서 해도돼?,,,네 가능해요.,분실신고,분실신고/민원,"분실신고,민원"
다산콜센터,일반행정 문의,B2331,고객,15,운전면허분실,,Q,혹시 영문 운전면허증 발급도 돼?,,,네 19년 부터 영문 면허증 발급도 가능해요.,운전면허증,운전면허증/증명서,"운전면허증,증명서"
다산콜센터,일반행정 문의,B2331,고객,17,운전면허분실,,Q,그럼 국제운전면허증 따로 발급 안해도 되는거야?,,,일부 국가에서는 국제운전면허증 없이 사용 가능해요.,국제운전면허증,국제운전면허증/증명서,"국제운전면허증,증명서"
다산콜센터,일반행정 문의,B2331,고객,19,운전면허분실,,Q,국가는 어디서 확인해?,,,경찰청 사이트에서 확인가능해요.,국가,나라,"국가,나라"
다산콜센터,일반행정 문의,B2332,고객,1,보건증발급,,Q,보건증 무인발급기로 출력돼?,,,보건증은 모든 보건소에서 지원하는게 아니라서 검사받은 보건소의 확인이 필요해요.,"보건증,무인발급기",보건증/증명서/ 무인발급기/정부시설,"무인발급기,정부시설"
다산콜센터,일반행정 문의,B2332,고객,3,보건증발급,,Q,서울에는 어디서 할수있어?,,,"서울은 강남구, 도봉구 관내 보건소에서 받으시면 관내 무인발급기를 통해서 발급 가능하고 아니면 인터넷으로도 발급가능해요.",서울,서울/서울특별시,"서울,서울특별시"
다산콜센터,일반행정 문의,B2332,고객,11,보건증발급,,Q,그럼 보건소 꼭 방문 해야돼?,,,네 맞아요.,보건소,보건소/정부기관,"보건소,정부기관"
다산콜센터,일반행정 문의,B2332,고객,13,보건증발급,,Q,그 다음엔?,,,검진후 신청서 작성해서 신분증과 같이 제출하면 돼요.,,,
다산콜센터,일반행정 문의,B2332,고객,15,보건증발급,,Q,청소년인데 학생증으로 돼?,,,네 학생증도 가능해요.,"청소년,학생증",청소년/,"학생증,청소년"
다산콜센터,일반행정 문의,B2332,고객,17,보건증발급,,Q,그리고 온라인으로 수령할수 있어?,,,네 정부24 이용하면 출력가능해요.,온라인,온라인/수단,"온라인,수단"
다산콜센터,일반행정 문의,B2332,고객,19,보건증발급,,Q,얼마나 걸려?,,,보통 5일정도 소요돼요.,,,
다산콜센터,일반행정 문의,B2333,고객,3,귀농지원사업,,Q,나이는 왜?,,,청년농에 대한 지원사업이 따로 있어서 구분해 안내하려고요.,,,
다산콜센터,일반행정 문의,B2333,고객,10,귀농지원사업,,Q,정착장려금은 뭐야?,,,연고지 없는 분들을 대상으로 처음에 적응할 수 있도록 지원금을 주는 제도에요.,정착장려금,정착장려금/지원정책,"정착장려금,지원정책"
다산콜센터,일반행정 문의,B2333,고객,12,귀농지원사업,,Q,얼마나 지원해줘?,,,가구당 480만원 지원해 줘요.,,,
다산콜센터,일반행정 문의,B2333,고객,14,귀농지원사업,,Q,농업과 관련되서만 사용할 수 있는 지원금이지?,,,네 농업경영을 위한 용도로만 사용가능해요.,농업,농업/산업,"농업,산업"
다산콜센터,일반행정 문의,B2333,고객,16,귀농지원사업,,Q,신청은 어디서해?,,,"신청하시는 읍,면사무소에서 하면 돼요.",신청,,신청
다산콜센터,일반행정 문의,B2333,고객,18,귀농지원사업,,Q,신청 기간은 언제야?,,,"상반기 4월, 하반기 9월에 매년 신청을 받아요.",신청기간,신청기간/기간,"신청기간,기간"
다산콜센터,일반행정 문의,B2334,고객,3,귀농정착지원,,Q,귀촌한지 2년 되었는데 신청할 수 있어?,,,이 지원정책은 귀농정착 후 3년 경과한 시점부터 신청할 수 있어요.,"귀촌, 신청",귀향/ 가입,"신청,가입"
다산콜센터,일반행정 문의,B2334,고객,5,귀농정착지원,,Q,3년 되려면 8개월 정도 남았는데 지금 신청 안돼?,,,신청이 내년 4월이니까 이번엔 신청 자격이 안돼요.,신청,가입,"신청,가입"
다산콜센터,일반행정 문의,B2334,고객,7,귀농정착지원,,Q,그럼 다음 신청은 언제야?,,,9월에는 신청 가능해요.,,,
다산콜센터,일반행정 문의,B2334,고객,10,귀농정착지원,,Q,혹시 내년에 지원을 받고 다른 지역으로 이사를 가도 괜찮아?,,,지원 받은 후 5년 이내에 다른 지역으로 이주하면 지원취소 및 지원금 회수돼요.,내년,내년/날짜,"내년,날짜"
다산콜센터,일반행정 문의,B2334,고객,12,귀농정착지원,,Q,그럼 5년간 지원금을 받는거야?,,,네 맞아요.,지원금,지원금/지원정책,"지원금,지원정책"
다산콜센터,일반행정 문의,B2334,고객,14,귀농정착지원,,Q,연간 지원금은 얼마야?,,,연간 480만원씩 지원돼요.,지원금,지원금/지원정책,"지원금,지원정책"
다산콜센터,일반행정 문의,B2334,고객,17,귀농정착지원,,Q,나이 제한은 따로 없어?,,,만20세 이상 60세 이하로 제한돼 있어요.,나이 제한,연령제한,"나이제한,연령제한"
다산콜센터,일반행정 문의,B2335,고객,1,시험문의,,Q,이번에 공무원 시험을 봤는데 시험 결과는 언제 나와?,,,결과발표는 9월 20일 예정이에요.,공무원,공무원/신분,"공무원,신분"
다산콜센터,일반행정 문의,B2335,고객,4,시험문의,,Q,좀 더 빨리 공고내주면 안되나?,,,죄송하지만 안됩니다.,공고,공고/문서,"공고,문서"
다산콜센터,일반행정 문의,B2335,고객,6,시험문의,,Q,왜?,,,절차에 따라 검토 후 공고가 나가는거라 시간이 걸려요.,,,
다산콜센터,일반행정 문의,B2335,고객,8,시험문의,,Q,요새 컴퓨터로하면 금방이잖아?,,,자세한 사항은 말씀드릴 수 없어요.,컴퓨터,컴퓨터/수단,"컴퓨터,수단"
다산콜센터,일반행정 문의,B2335,고객,10,시험문의,,Q,그럼 내 점수만 먼저 알수 없어?,,,개개인 점수를 알려드릴 수 없어요.,점수,,점수
다산콜센터,일반행정 문의,B2335,고객,12,시험문의,,Q,마킹을 잘 못한게 있는거같은데 확인못해?,,,마킹 의문사항이 있으면 사전점수 공개기간에 확인하고 문의하면 확인할 수 있어요.,,,
다산콜센터,일반행정 문의,B2335,고객,14,시험문의,,Q,사전점수 공개는 언제야?,,,9월 12일이요.,사전점수,사전점수/점수,"사전점수,점수"
다산콜센터,일반행정 문의,B2335,고객,16,시험문의,,Q,그때 자기 점수 확인할 수 있지?,,,네 확인가능해요.,,,
다산콜센터,일반행정 문의,B2335,고객,18,시험문의,,Q,그럼 등수도 알려줘?,,,등수는 확인할 수 없어요.,,,
다산콜센터,일반행정 문의,B2336,고객,1,농촌봉사신청,,Q,농촌일손돕기 봉사 신청할래.,,,1365자원봉사포털에서 신청 가능해요.,농촌일손돕기,농촌일손돕기/봉사활동,"농촌일손돕기,봉사활동"
다산콜센터,일반행정 문의,B2336,고객,3,농촌봉사신청,,Q,봉사활동은 어디서해?,,,서울시내 농가에서 해요.,봉사활동,봉사활동/프로그램,"봉사활동,프로그램"
다산콜센터,일반행정 문의,B2336,고객,5,농촌봉사신청,,Q,과수농장으로 갈 수 있어?,,,"과수뿐만 아니라 채소, 화훼 농가도 참여 가능해요.",과수농장,과수농장/농장,"과수농장,농장"
다산콜센터,일반행정 문의,B2336,고객,7,농촌봉사신청,,Q,가면 어떤일 해?,,,이번에 홍수 피해가 많아서 피해 농가에 방문해서 농사 보조업무를 하게돼요.,,,
다산콜센터,일반행정 문의,B2336,고객,9,농촌봉사신청,,Q,농사 경험 없어도 가능할까?,,,네 가능해요.,농사,농사/산업,"농사,산업"
다산콜센터,일반행정 문의,B2336,고객,11,농촌봉사신청,,Q,준비물은 뭐 챙겨야돼?,,,편한 복장과 도시락과 간식등 챙겨오면 돼요.,준비물,,준비물
다산콜센터,일반행정 문의,B2336,고객,13,농촌봉사신청,,Q,중식은 제공 안해줘?,,,중식은 제공되지 않아서 개인 도시락 지참해야해요.,중식,중식/식사,"중식,식사"
다산콜센터,일반행정 문의,B2336,고객,15,농촌봉사신청,,Q,봉사활동 하고 확인증은 주는거지?,,,네 받을수있어요.,봉사활동,봉사활동/프로그램,"봉사활동,프로그램"
다산콜센터,일반행정 문의,B2336,고객,17,농촌봉사신청,,Q,근데 일단 하루만하고 싶은데 하루만 해도돼?,,,신청하실때 날짜를 지정할 수 있어요.,,,
다산콜센터,일반행정 문의,B2337,고객,1,주말농장신청,,Q,주말농장 신청하고싶어.,,,이미 신청기간이 마감됐어요.,주말농장,주말농장/프로그램,"주말농장,프로그램"
다산콜센터,일반행정 문의,B2337,고객,3,주말농장신청,,Q,다음 신청은 언제야?,,,매년 1월에 선착순으로 접수 받아요.,신청,,신청
다산콜센터,일반행정 문의,B2337,고객,6,주말농장신청,,Q,그럼 미리 알아보려는데 주말농장 분양은 몇 평이나 가능해?,,,"세대 당 1구획, 단체는 3구획까지 분양할수 있어요.","주말농장,분양",주말농장/프로그램,"분양,프로그램"
다산콜센터,일반행정 문의,B2337,고객,8,주말농장신청,,Q,가격은?,,,연 7~10만원으로 신청하는 지역마다 좀 달라요.,가격,가격/금액,"가격,금액"
다산콜센터,일반행정 문의,B2337,고객,10,주말농장신청,,Q,몇명이나 모집해?,,,100명씩이에요.,모집,가입모집,"모집,가입모집"
다산콜센터,일반행정 문의,B2337,고객,12,주말농장신청,,Q,작물은 저희가 심고싶은거 맘대로 심어도 돼지?,,,가능한데 아무래도 환경이나 재배 교육도 함께 진행해서 추천 작물을 심는게 좋아요.,,,
다산콜센터,일반행정 문의,B2337,고객,15,주말농장신청,,Q,저희가 수확한 작물은 집에 가져가도 되지?,,,네 물론이죠.,작물,작물/농작물,"작물,농작물"
다산콜센터,일반행정 문의,B2337,고객,17,주말농장신청,,Q,매주 농장에 가야돼?,,,의무는 아니지만 매주 방문하는게 좋아요.,농장,,농장
다산콜센터,일반행정 문의,B2338,고객,5,자동차등록,,Q,어디서 해?,,,구청 자동차 등록 민원실에서 접수하면 돼요.,,,
다산콜센터,일반행정 문의,B2338,고객,7,자동차등록,,Q,그게 끝?,,,그리고 취등록세 납부해야 해요.,,,
다산콜센터,일반행정 문의,B2338,고객,9,자동차등록,,Q,카드결제돼?,,,네 현금 및 카드 납부 가능해요.,카드결제,카드결제/결제방법,"카드결제,결제방법"
다산콜센터,일반행정 문의,B2338,고객,11,자동차등록,,Q,카드 결제하면 수수료 없어?,,,국민은행 외 타행카드는 수수료 들어요.,"카드결제,수수료",카드결제/결제방법/ 수수료/요금,"수수료,요금"
다산콜센터,일반행정 문의,B2338,고객,13,자동차등록,,Q,그 다음은 어떻게 해?,,,그 다음 같은 장소에서 채권 구입해야돼요.,,,
다산콜센터,일반행정 문의,B2338,고객,15,자동차등록,,Q,채권은 얼마정도해?,,,13만원이에요.,채권,채권/장부,"채권,장부"
다산콜센터,일반행정 문의,B2338,고객,17,자동차등록,,Q,채권도 카드결제 돼?,,,아뇨. 채권은 현금만 가능해요.,"채권, 카드결제",채권/장부/ 카드결제/결제방법,"카드결제,결제방법"
다산콜센터,일반행정 문의,B2338,고객,19,자동차등록,,Q,돈 챙겨가야겠네. 명의변경하는데 얼마나 걸려?,,,1시간 정도 소요돼요.,명의변경,명의변경/절차,"명의변경,절차"
다산콜센터,일반행정 문의,B2339,고객,5,자격증신청,,Q,"둘다 받고싶은데, 하나로 합쳐서 발급돼?",,,네 가능해요.,발급,출자,"발급,출자"
다산콜센터,일반행정 문의,B2339,고객,10,자격증신청,,Q,금액은 얼마야?,,,"3,300원에 우편료 2,400원이에요.",,,
다산콜센터,일반행정 문의,B2339,고객,12,자격증신청,,Q,직접 수령도 돼?,,,네. 문의주신 번호로 안내가면 수령하러 방문하면 돼요.,직접수령,직접수령/수령방안,"직접수령,수령방안"
다산콜센터,일반행정 문의,B2339,고객,16,자격증신청,,Q,어떻게 가능해?,,,"가상계좌로 입금하거나, 수령할 때 현장결제도 가능해요.",,,
다산콜센터,일반행정 문의,B2340,고객,1,장학생문의,,Q,장학생 문의하려구.,,,네 말씀하세요.,장학생,장학생/상태,"장학생,상태"
다산콜센터,일반행정 문의,B2340,고객,5,장학생문의,,Q,혹시 충남 한울타리 장학생이랑 희망드림 장학생이랑 중복 선발 가능해?,,,중복선발은 안돼요.,충남한울타리장학생,충남한울타리장학생/지원정책,"충남한울타리장학생,지원정책"
다산콜센터,일반행정 문의,B2340,고객,8,장학생문의,,Q,장학생 신청기간이 언제야?,,,신청기간은 9월 3일부터 24일까지에요.,"장학생, 신청기간",가입기간/,"신청기간,가입기간"
다산콜센터,일반행정 문의,B2340,고객,10,장학생문의,,Q,신청은 어떻게해?,,,충남인재육성재단에 개인정보 입력하시고 신청하면 돼요.,신청,가입,"신청,가입"
다산콜센터,일반행정 문의,B2340,고객,12,장학생문의,,Q,충남으로 전입한지 1년 안됐는데 신청가능해?,,,네 가능해요. 접수 마감일까지 전입기간 1년미만인 대학생 대상으로 진행중이에요.,충남,충남/충청남도,"충남,충청남도"
다산콜센터,일반행정 문의,B2340,고객,15,장학생문의,,Q,마지막으로 하나만 더. 장학금액은 얼마야?,,,1인당 200만원이요.,장학금액,장학금액/장학금,"장학금액,장학금"
다산콜센터,일반행정 문의,B2340,고객,17,장학생문의,,Q,현금으로 주는거지?,,,선발대상자 개인 계좌번호로 입금될거에요.,현금,현금/지급방법,"현금,지급방법"
다산콜센터,일반행정 문의,B2342,고객,3,다가구혜택,,Q,원래 자녀 3인이상 받던 혜택을 올해부터 2인부터 준다던데 맞아?,,,현재 협의 진행중이라 다음달부터는 적용될 거에요.,,,
다산콜센터,일반행정 문의,B2342,고객,13,다가구혜택,,Q,신청기간은 언제야?,,,신청기간은 이번달 말이에요.,신청기간,가입기간/,"신청기간,가입기간"
다산콜센터,일반행정 문의,B2342,고객,17,다가구혜택,,Q,최근 이사를 했는데 주소 변경돼있어?,,,주소 불러주시면 바로 수정할게요.,"이사, 주소변경",이사/ 주소변경,주소변경
다산콜센터,일반행정 문의,B2343,고객,1,동물복지,,Q,유기동물 복지 관련 문의하고싶은데,,,네 담당자분으로 연결할게요.,유기동물,유기동물/동물,"유기동물,동물"
다산콜센터,일반행정 문의,B2343,고객,6,동물복지,,Q,얘네들 구조해줄 수 있어?,,,정확한 위치 알려주시면 직원이 나가서 담당 병원으로 데려갈거에요.,,,
다산콜센터,일반행정 문의,B2343,고객,13,동물복지,,Q,그럼 하나더 물어볼게. 그 어미고양이 중성화 관련 지원사업 있어?,,,네. 중성화 비용 100% 지원은 안되고 보호자나 구조자께서 부담하는 조건에 지원을 해주고 있어요.,중성화지원사업,중성화지원사업/지원정책,"중성화지원사업,지원정책"
다산콜센터,일반행정 문의,B2343,고객,16,동물복지,,Q,지원은 얼마나 해줘?,,,중성화 비용의 30% 지원해줘요.,,,
다산콜센터,일반행정 문의,B2343,고객,18,동물복지,,Q,그럼 나머지는 내가 부담해야돼?,,,네 맞아요.,,,
다산콜센터,일반행정 문의,B2344,고객,1,도서관이용,,Q,가산도서관 지금 이용 못해?,,,책 대여는 가능한데 자유열람실은 이용할수 없어요.,청수도서관,청수도서관/공공기관,"청수도서관,공공기관"
다산콜센터,일반행정 문의,B2344,고객,3,도서관이용,,Q,언제까지?,,,코로나로 인한거라 지켜봐야해요.,,,
다산콜센터,일반행정 문의,B2344,고객,5,도서관이용,,Q,그럼 이번에 사물함 결제한건 어떻게 돼?,,,이용 못 한 일수만큼 대해 환불할 예정이에요.,사물함,사물함/공공시설,"사물함,공공시설"
다산콜센터,일반행정 문의,B2344,고객,8,도서관이용,,Q,책 대여는 몇시까지 해?,,,평일은 8시까지 토요일은 6시까지 운영해요.,,,
다산콜센터,일반행정 문의,B2344,고객,10,도서관이용,,Q,최대 권수는 몇권이야?,,,5권까지요.,,,
다산콜센터,일반행정 문의,B2344,고객,12,도서관이용,,Q,대여 기간은 언제까지야?,,,2주간 대여 가능해요.,대여,빌려줌,"대여,빌려줌"
다산콜센터,일반행정 문의,B2344,고객,14,도서관이용,,Q,연체 페널티 있어?,,,연체 일수만큼 다음 대여금지에요.,페널티,벌금/ 벌점,"페널티,벌점"
다산콜센터,일반행정 문의,B2344,고객,16,도서관이용,,Q,반납은 어디서 해?,,,2층 데스크에 반납하면 돼요.,,,
다산콜센터,일반행정 문의,B2344,고객,18,도서관이용,,Q,8시 이후에는?,,,도서관 정문 앞에 무인반납기에서 반납할 수 있어요.,8시,8시/시간,"8시,시간"
다산콜센터,일반행정 문의,B2345,고객,3,모집공고,,Q,공고문에 3개월간 사무보조 업무라고 되어있는데 어떤 기관에서 일하는거야?,,,여러 공공기관으로 배정될 예정이에요.,사무보조,사무보조/업무,"사무보조,업무"
다산콜센터,일반행정 문의,B2345,고객,5,모집공고,,Q,지금은 확실히 몰라?,,,"지금은 확실히 말씀드리기 어렵고, 지원서 보고 그에따라 배치 될 예정이에요.",,,
다산콜센터,일반행정 문의,B2345,고객,7,모집공고,,Q,체육문화 부서에서 업무를 보고싶은데 지원할수있어?,,,자기소개서에 그 분야 강점을 서술하시면 고려해서 배치 할 거에요.,체육문화부서,체육문화부서/부서/기관,"체육문화부서,기관"
다산콜센터,일반행정 문의,B2345,고객,13,모집공고,,Q,아직 가채점만 한 상태인데 자격증 취득이라고 해도 돼?,,,아직 미취득 상태시면 취득 예정이라고 비고란에 써주세요.,"가채점, 자격증취득",채첨/ 자격증서,"자격증취득,자격증서"
다산콜센터,일반행정 문의,B2345,고객,17,모집공고,,Q,친구랑 같이 지원해도 돼?,,,같이 지원은 가능하지만 많은 분들이 지원해주셔서 같이 근무 할수 없을수도 있어요.,,,
다산콜센터,일반행정 문의,B2346,고객,1,농기계대여,,Q,농기계 대여 하는거 좀 물어보고싶은데.,,,농기계 파트로 연결해드릴게요.,농기계,농기계/농업기계,"농기계,농업기계"
다산콜센터,일반행정 문의,B2346,고객,5,농기계대여,,Q,트랙터 쓸수있나?,,,트랙터는 현재 대여중이라 다음달 초에 대여 가능해요.,트랙터,트랙터/농업기계,"트랙터,농업기계"
다산콜센터,일반행정 문의,B2346,고객,7,농기계대여,,Q,아니 지금 수확해야되는데 다음달까지 기다리라고?,,,죄송합니다. 재원이 한정적이라서 저희도 어쩔수가 없어요.,수확,수령,"수확,수령"
다산콜센터,일반행정 문의,B2346,고객,9,농기계대여,,Q,몇대나 쓰고있는데?,,,10대 보유중인데 지금 다 대여중이에요.,,,
다산콜센터,일반행정 문의,B2346,고객,11,농기계대여,,Q,홍보를 그렇게 하면서 10대 밖에 지원을 안해주면 10명만 지원받으란 소리야?,,,죄송합니다. 개선하도록 하겠습니다.,"홍보, 지원",홍보/ 지원,지원
다산콜센터,일반행정 문의,B2346,고객,14,농기계대여,,Q,뭔데요?,,,농작업지원단을 파견받는건 어떠세요. 수확철에 이용하면 도움 될거 같아요.,,,
다산콜센터,일반행정 문의,B2346,고객,16,농기계대여,,Q,이달 말에 받을 수 있어?,,,네 인력 확보해서 안내할게요.,,,
다산콜센터,일반행정 문의,B2348,고객,1,강좌신청,,Q,서울시민체육센터 지금 운영해?,,,일부 강좌만 제한인원으로 운영해요.,서울시민체육센터,서울시민체육센터/공공기관,"서울시민체육센터,공공기관"
다산콜센터,일반행정 문의,B2348,고객,3,강좌신청,,Q,무슨 강좌 운영중이야?,,,요가와 테니스만 운영중이에요.,강좌,수업,"강좌,수업"
다산콜센터,일반행정 문의,B2348,고객,5,강좌신청,,Q,테니스 오후 시간대 참여할 수 있어?,,,"오후 시간대는 7시, 9시 두 수업있어요.",테니스,테니스/교육프로그램,"테니스,교육프로그램"
